title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Cherry Pink And Apple Blossom White,Pérez Prado,spotify:track:51zUJJpFXCklG4gtuUSl89,0.527,0.593,3.0,-8.815,1.0,0.0435,0.47,0.686,0.134,0.633,109.739,179667.0,4.0,1
Merchandise,Fugazi,spotify:track:4EzSNfZlTBL5dYILPTFkb4,0.666,0.767,7.0,-9.133,1.0,0.0619,0.0215,0.00666,0.0842,0.598,89.808,178960.0,4.0,3
Wonderful Life,Black,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,0.72,0.521,7.0,-12.468,1.0,0.0302,0.705,0.36,0.214,0.823,106.055,287933.0,4.0,4
The Monkey Time,Major Lance,spotify:track:0VtvetMMdBu88MbUeM5YnL,0.799,0.689,5.0,-8.127,1.0,0.0443,0.565,0.0,0.146,0.948,123.169,166600.0,4.0,3
Girls Talk,Dave Edmunds,spotify:track:6zSzIQXSkwGsdqyEctbVp9,0.56,0.845,1.0,-7.097,1.0,0.0344,0.0529,0.000897,0.0479,0.884,129.115,206453.0,4.0,3
Invisible Sun - Remastered 2003,The Police,spotify:track:4eIgdf2ReyVTFQpZkTPLa5,0.573,0.396,10.0,-10.927,1.0,0.031,0.425,0.267,0.0934,0.149,120.308,224200.0,4.0,4
Wheel Of Fortune,Kay Starr,spotify:track:2gCQe48O4GMJz6oFBqnN9e,0.461,0.248,8.0,-10.278,1.0,0.0481,0.897,0.0,0.399,0.404,140.558,185600.0,4.0,4
King,Years & Years,spotify:track:1INaLrURFofoNZhnGa00Nz,0.56,0.843,4.0,-4.139,0.0,0.0393,0.0695,0.0,0.382,0.481,120.003,215360.0,4.0,2
Rocky Mountain Way,Joe Walsh,spotify:track:7DFIqUAmUfRVxwDzGTad4x,0.512,0.363,4.0,-14.975,1.0,0.038,0.033,0.759,0.105,0.398,86.901,315400.0,4.0,1
Oops!...I Did It Again,Britney Spears,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160.0,4.0,2
Don't Stay Away,Phyllis Dillon,spotify:track:6i7MGh1CfUD0ElCg1kz8Hj,0.546,0.311,7.0,-12.686,1.0,0.13,0.193,0.00673,0.0939,0.638,198.265,156604.0,4.0,3
This Guy's In Love With You,Herb Alpert & The Tijuana Brass,spotify:track:3MTexr44MAV50rEthZ1oV4,0.643,0.172,1.0,-12.587,1.0,0.04,0.888,0.00423,0.133,0.196,83.906,240067.0,4.0,4
Prisencolinensinanciusol,Adriano Celentano,spotify:track:6GOR5AF5STo5JIAHcffP9X,0.784,0.633,8.0,-12.175,1.0,0.064,0.333,9.2e-06,0.124,0.434,107.496,231732.0,4.0,3
High School Confidential,Jerry Lee Lewis,spotify:track:0rxEVA0PKUkRFzemywxHKr,0.599,0.818,10.0,-9.033,1.0,0.0382,0.69,0.0,0.115,0.97,93.07,150287.0,4.0,3
Intro,Alan Braxe,spotify:track:3EXPdW0NGGkPlyDMcScfgu,0.859,0.848,1.0,-5.842,1.0,0.216,0.0292,0.00151,0.304,0.61,123.937,294720.0,5.0,5
Inner Meet Me,The Beta Band,spotify:track:1FcfzBDvcVtsyhSEEcSYqq,0.518,0.729,2.0,-11.856,1.0,0.174,0.469,0.803,0.302,0.369,90.661,380027.0,4.0,1
Lucille,B.B. King,spotify:track:0LlwhPLGzQkEMR8OwL4JAP,0.599,0.495,3.0,-9.529,1.0,0.0618,0.758,0.0,0.0388,0.62,114.451,610220.0,3.0,6
Since I Fell For You,Lenny Welch,spotify:track:3JHZP7LqzVWLbGapMEsaWd,0.32,0.159,8.0,-11.013,1.0,0.0333,0.834,0.0,0.145,0.337,127.225,174040.0,4.0,4
Alley Oop,Various Artists,spotify:track:2l5ZCibLE7vJXrvLHBuVqb,0.578,0.443,7.0,-11.938,1.0,0.0744,0.87,0.0,0.0722,0.916,129.502,169000.0,4.0,4
Cochise,Audioslave,spotify:track:1TDk2Jmi4dVZhm2dum3Jim,0.452,0.873,9.0,-4.867,1.0,0.0613,0.000519,0.0,0.0592,0.433,80.473,222027.0,4.0,3
Without Love,Various Artists,spotify:track:5dYehjvdnfM4JTACP7QOMZ,0.485,0.188,5.0,-12.339,1.0,0.0336,0.875,0.00115,0.184,0.288,109.66,177333.0,4.0,4
Au pays des merveilles de Juliet,Yves Simon,spotify:track:4m24DMvvizJmFFCwwTWNnh,0.745,0.669,7.0,-11.601,1.0,0.0401,0.692,0.0109,0.111,0.632,107.384,144427.0,4.0,4
Battle For Middle You,Julio Bashmore,spotify:track:7KCsTbRrqzu1mzI5HSCzuI,0.585,0.676,2.0,-5.151,0.0,0.13,0.0135,0.936,0.0702,0.49,125.982,370867.0,4.0,1
Glue,Bicep,spotify:track:2aJDlirz6v2a4HREki98cP,0.853,0.798,4.0,-7.995,0.0,0.068,0.0158,0.948,0.0967,0.42,129.983,269150.0,4.0,1
Tight Like This,Louis Armstrong,spotify:track:0MO7GDaRBFDBWI84YuA1yI,0.76,0.212,2.0,-13.31,1.0,0.109,0.854,0.00485,0.0449,0.502,114.303,191733.0,4.0,4
Music Is My Radar,Blur,spotify:track:6vAyorp6mmYW6CjgsCtL03,0.689,0.778,9.0,-8.952,1.0,0.0449,0.0309,0.477,0.0517,0.849,121.911,329093.0,4.0,3
Changes,Charles Bradley,spotify:track:3i85UIF4nR7qZXTnEwqdPr,0.41,0.449,0.0,-8.14,1.0,0.0346,0.00584,0.00133,0.067,0.307,148.119,342999.0,3.0,6
Kooks - 2015 Remaster,David Bowie,spotify:track:1w3W1hz6xVUSWkbh0paMgs,0.606,0.278,9.0,-17.746,1.0,0.0378,0.501,0.0,0.121,0.694,127.163,173760.0,4.0,4
Mama Said,Various Artists,spotify:track:1jkowculOriZqinrhNiUPc,0.62,0.503,8.0,-10.322,0.0,0.052,0.327,0.0,0.146,0.846,140.924,128933.0,4.0,2
Nobody Does It Better,Various Artists,spotify:track:49RUdNvwSiUTC8fBh4KKoC,0.368,0.403,10.0,-12.699,1.0,0.0288,0.703,7.66e-06,0.202,0.338,135.384,212667.0,4.0,4
Vasos Vacíos,Los Fabulosos Cadillacs,spotify:track:6iCmg8Ntj6kBDmtoAiFVWf,0.705,0.535,7.0,-9.287,1.0,0.0388,0.501,0.000464,0.334,0.966,134.854,278307.0,4.0,3
That's Not Me,Skepta,spotify:track:3loNCAyjqpgB9DvKhLMKi9,0.827,0.854,0.0,-3.43,1.0,0.238,0.334,0.0,0.073,0.869,139.089,185968.0,4.0,5
I'm Afraid of Americans,David Bowie,spotify:track:6ZUwzAFkFYHbe8dqqe2pB5,0.62,0.755,10.0,-7.896,1.0,0.0762,0.00184,0.244,0.225,0.75,160.027,300160.0,4.0,3
The Titanic,Ernest Stoneman,spotify:track:7Hqqbq1LpEkCLHpNeE4GCb,0.488,0.62,0.0,-11.74,0.0,0.0729,0.968,1.28e-05,0.94,0.916,115.01,194373.0,4.0,0
Je danse le Mia,IAM,spotify:track:6P8YkdLMTBA7z5nhKXgyi3,0.833,0.785,10.0,-5.343,0.0,0.152,0.541,3.21e-06,0.173,0.578,103.004,267240.0,4.0,2
Le métèque,Georges Moustaki,spotify:track:7Ie84YBgPUjWM03kcyUWBb,0.555,0.275,9.0,-13.49,1.0,0.0394,0.59,1.83e-05,0.217,0.551,97.521,150427.0,4.0,4
Opportunities (Let's Make Lots of Money),Pet Shop Boys,spotify:track:5Tjl3JKE16Wysns0mpfkZT,0.652,0.812,0.0,-10.578,0.0,0.0356,0.0957,0.00137,0.0391,0.703,120.27,218000.0,4.0,2
Looking from a Hilltop,Section 25,spotify:track:1Xhvo2g5Uj0rgogz9rYo8m,0.729,0.971,6.0,-10.788,1.0,0.0407,0.0507,0.625,0.314,0.696,117.643,263693.0,4.0,3
Door,Caroline Polachek,spotify:track:5YIVVzQcJG7pFhyNo0Ytlh,0.684,0.438,3.0,-8.309,1.0,0.0388,0.222,0.0,0.262,0.253,123.997,322563.0,4.0,3
Don't You Want Me - Edit,Various Artists,spotify:track:7mQAteJZ8OfdGS3fOfgw0g,0.571,0.876,9.0,-9.936,0.0,0.033,0.0124,0.475,0.094,0.284,127.963,188867.0,4.0,2
Woman in Love,Barbra Streisand,spotify:track:1pTGc8pwyo6xtgXBKCBcFn,0.469,0.278,3.0,-16.311,0.0,0.028,0.248,0.000126,0.133,0.331,169.735,231840.0,4.0,4
The End Of The Innocence,Don Henley,spotify:track:5jWCor84uKZNVZfjetl8hT,0.616,0.414,8.0,-12.959,1.0,0.0294,0.297,5.61e-05,0.0761,0.397,116.582,318200.0,4.0,4
Changes,Sugar,spotify:track:54V5SC4uwVnuKY1ES9BElx,0.311,0.929,9.0,-4.782,0.0,0.0668,0.000954,0.0181,0.582,0.194,148.869,301880.0,4.0,0
Space Is The Place,Sun Ra,spotify:track:6JMXZsFwxq5ha0aKnYaEhu,0.268,0.502,5.0,-10.937,0.0,0.127,0.77,0.0,0.141,0.632,79.603,1273840.0,4.0,4
Help I'm Alive,Metric,spotify:track:3GcH8qkC35CQc4xt6Dhz1r,0.566,0.873,5.0,-4.601,0.0,0.0632,0.00737,0.00217,0.343,0.383,118.488,285954.0,4.0,2
I Will Wait,Mumford & Sons,spotify:track:412WIi70huLPSoLgjmyDM7,0.481,0.773,1.0,-5.225,1.0,0.034,0.00949,0.00719,0.301,0.421,131.158,276720.0,4.0,3
Mission: Impossible,Lalo Schifrin,spotify:track:0QOazHyxHjnEh3VekkhfXY,0.607,0.792,7.0,-8.659,0.0,0.0286,0.402,0.952,0.296,0.856,91.299,152760.0,3.0,1
Black Man In A White World,Michael Kiwanuka,spotify:track:3ddle9t9JiBFVqHyrnaGxz,0.621,0.849,7.0,-7.858,1.0,0.106,0.491,0.000202,0.0758,0.717,103.442,258960.0,4.0,3
Stereo,Pavement,spotify:track:1khkdmU12d6mUWpp8TL1Ux,0.718,0.664,2.0,-7.389,1.0,0.0564,0.175,6.09e-05,0.106,0.422,109.093,190293.0,4.0,3
Blue,LeAnn Rimes,spotify:track:1g5EcKDECPxeI7kgkvcbxm,0.545,0.452,4.0,-8.604,1.0,0.0248,0.595,1.29e-06,0.161,0.297,91.294,169547.0,4.0,4
Oh Boy,Various Artists,spotify:track:62GKI6s5Em2ofFQZVaZXFz,0.706,0.823,11.0,-4.188,1.0,0.114,0.0243,0.0,0.0861,0.864,83.007,208373.0,4.0,3
Self Destruction,Various Artists,spotify:track:1rPCGKIHbpTDoLoDWCjig9,0.952,0.494,7.0,-16.766,1.0,0.33,0.218,0.0,0.339,0.714,105.239,352200.0,4.0,5
Ego Trippin',Ultramagnetic MC's,spotify:track:0WVqFNhP455QxcS1VhIWmo,0.922,0.959,7.0,-3.542,1.0,0.277,0.063,1.47e-05,0.151,0.51,94.674,326680.0,4.0,5
Twiggy Twiggy,Various Artists,spotify:track:35mxo2JA0SD8cGYcNDW8gK,0.705,0.917,1.0,-10.444,1.0,0.0471,0.147,0.0268,0.167,0.672,92.482,244800.0,4.0,3
Is This It,The Strokes,spotify:track:2pAD0PKMUMtxlMvz33tYzB,0.664,0.679,5.0,-8.293,1.0,0.03,0.149,4.84e-05,0.347,0.804,96.002,150651.0,4.0,3
I Say a Little Prayer,Dionne Warwick,spotify:track:05XkMS2YVNfPNXepMScPRJ,0.512,0.415,7.0,-7.642,1.0,0.0608,0.872,0.0,0.184,0.714,147.2,188360.0,4.0,4
Dress Sexy At My Funeral,Smog,spotify:track:2GV9Qmw3R9OuVsNVy4n6An,0.461,0.494,7.0,-12.185,0.0,0.025,0.633,0.0832,0.112,0.697,96.337,330133.0,4.0,4
"Enter, Evening (Soft Line Structure)",Cecil Taylor,spotify:track:5qRvpptWmMgHmhdFUD1hJ0,0.334,0.189,1.0,-18.987,0.0,0.0391,0.958,0.207,0.287,0.287,80.964,666773.0,4.0,4
Blood and Thunder,Mastodon,spotify:track:3jagGO7eHHuaD53ibehkux,0.364,0.935,2.0,-6.548,1.0,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,228587.0,4.0,3
Can You Please Crawl Out Your Window? - Mono Single Version,Bob Dylan,spotify:track:19CtfDL5nAPraSJeZTUoeh,0.53,0.495,7.0,-13.33,1.0,0.0366,0.468,5.62e-06,0.0942,0.903,114.195,212067.0,4.0,4
Tobacco Road,Various Artists,spotify:track:1nNR9pDoDqBGISAJhuykxO,0.66,0.384,7.0,-11.47,1.0,0.108,0.875,2.14e-05,0.257,0.575,135.459,147733.0,4.0,4
Nutmeg (feat. RZA),Ghostface Killah,spotify:track:3NVAemUSBZ4aBuNViXOMWs,0.511,0.858,2.0,-5.681,1.0,0.369,0.398,0.0,0.346,0.561,176.006,265027.0,4.0,5
Kozmic Blues,Janis Joplin,spotify:track:6GzKS3Ywjpj8sbQ9v1EeBc,0.333,0.529,7.0,-10.72,1.0,0.042,0.707,0.157,0.601,0.485,177.793,262200.0,3.0,6
Trying to Be Cool,Phoenix,spotify:track:1VSYFVO0mI1XziboMAJBaO,0.503,0.758,9.0,-4.648,0.0,0.034,0.0119,0.021,0.315,0.491,113.96,228133.0,4.0,2
Can You Forgive Her? - 2001 Remaster,Pet Shop Boys,spotify:track:4oWiuhiEGtE0AuzOHwbJcQ,0.513,0.89,6.0,-5.451,0.0,0.05,0.0534,0.0,0.225,0.71,173.329,234267.0,3.0,2
Alec Eiffel,Pixies,spotify:track:7fZPgdCxYeGxviBDvbB4Ot,0.387,0.925,7.0,-10.583,1.0,0.047,0.00183,0.0693,0.644,0.743,161.732,170293.0,4.0,0
I'll Make Love To You,Boyz II Men,spotify:track:7dfl9X38RhIvB3oSmmneq3,0.559,0.49,2.0,-8.06,1.0,0.0247,0.103,0.0,0.099,0.202,142.447,236760.0,3.0,6
Private Eyes,Daryl Hall & John Oates,spotify:track:5HQ639Z3ms3hnZx0KfWnkp,0.85,0.938,9.0,-6.889,0.0,0.0415,0.409,0.000346,0.0582,0.84,120.826,217200.0,4.0,2
Romance,WILD FLAG,spotify:track:27oSJJLVwyzKU8Qzk1Um9A,0.377,0.943,7.0,-1.676,1.0,0.0837,0.184,0.0,0.0876,0.626,154.142,231827.0,4.0,3
Sheena Is A Parasite,The Horrors,spotify:track:1719ta2VgZd7c0pKwNvHVK,0.36,0.927,11.0,-4.792,0.0,0.124,2.98e-06,0.42,0.0405,0.518,86.432,102440.0,4.0,2
Fuzzy,Grant Lee Buffalo,spotify:track:4zVYAmo23aJIeQKv9vjhv1,0.56,0.401,5.0,-8.048,0.0,0.0228,0.128,0.0,0.0879,0.104,82.29,296533.0,4.0,2
The Ballad of Ira Hayes,Johnny Cash,spotify:track:73iFWJKCN5euxRfUL7qUrh,0.614,0.502,9.0,-11.735,1.0,0.194,0.267,0.0,0.0503,0.551,90.162,247960.0,4.0,5
'Tain't Nobody's Bizness If I Do,Bessie Smith,spotify:track:4VMVCovOM1xnOKxzr9Sje5,0.529,0.048,3.0,-16.17,0.0,0.0351,0.996,0.000341,0.203,0.142,80.631,205933.0,4.0,4
Play Dead,Björk,spotify:track:3XrFmSXB6JbNvhpEPXPmQM,0.495,0.649,10.0,-6.6,0.0,0.0272,0.000237,0.0418,0.102,0.383,77.344,234800.0,4.0,2
Zobi la mouche,Les Négresses Vertes,spotify:track:2Ytdt9c4QGzlUTTur7keG3,0.58,0.679,4.0,-12.799,1.0,0.0681,0.315,0.0,0.0516,0.473,101.103,205840.0,4.0,3
No Reply - Remastered,The Beatles,spotify:track:009oOX7tpCPLzRL9AFiBS8,0.718,0.593,0.0,-9.976,1.0,0.0377,0.67,0.0,0.172,0.869,124.251,136067.0,4.0,3
The Louvre,Lorde,spotify:track:4YBDSEzVNQbvCvVIWNtruF,0.664,0.382,0.0,-9.977,1.0,0.047,0.239,0.00763,0.0943,0.126,123.214,271088.0,4.0,4
Hey Baby,Various Artists,spotify:track:7AgMU7TqmMG8NhBexa3P1j,0.596,0.449,9.0,-13.432,1.0,0.0417,0.809,0.0,0.265,0.716,131.419,148173.0,4.0,4
San Franciscan Nights - Mono Version,Eric Burdon & the Animals,spotify:track:10weG0sfwreI512g3qHPfW,0.553,0.308,0.0,-18.106,1.0,0.0516,0.492,0.0265,0.102,0.441,92.808,198427.0,4.0,4
Throw Ya Gunz,Onyx,spotify:track:6JVe7oPsDjdeeIvcViQ407,0.708,0.597,1.0,-11.994,1.0,0.361,0.00215,0.0,0.111,0.702,188.103,196533.0,4.0,5
Run Into Flowers,M83,spotify:track:6VhXSy3J7KXNLhjNKo70CG,0.417,0.858,2.0,-4.364,1.0,0.0448,0.000397,0.832,0.256,0.0594,119.987,249427.0,4.0,3
Tinseltown In The Rain,The Blue Nile,spotify:track:4RkJ3LOlOFOgtDxeHPeVSC,0.782,0.546,11.0,-15.037,0.0,0.0351,0.0382,2.78e-05,0.0601,0.933,117.853,357800.0,4.0,2
Lay Down (Candles In The Rain) - Long Version,Melanie,spotify:track:66LevxamA5uN8xW2IzZYLg,0.317,0.866,7.0,-4.896,1.0,0.0703,0.426,0.000445,0.0792,0.603,94.372,459960.0,4.0,3
(The Angels Wanna Wear My) Red Shoes,Elvis Costello,spotify:track:3OlCarUc8PPN86DVuokAMp,0.583,0.627,4.0,-9.791,1.0,0.0551,0.058,0.000143,0.216,0.869,134.672,167680.0,4.0,3
Accelerator,Primal Scream,spotify:track:13TFJCcECkAleOLXj9m2D1,0.256,0.557,9.0,-2.85,0.0,0.0839,9.6e-05,0.000212,0.267,0.0731,140.212,220733.0,4.0,2
Heaven Is a Place on Earth,Belinda Carlisle,spotify:track:4V9BTST4BSkvOL4xIQNHuS,0.634,0.901,4.0,-6.508,1.0,0.0333,0.0061,9.01e-06,0.0419,0.687,122.851,247093.0,4.0,3
Beautiful,Snoop Dogg,spotify:track:4675yUu8AUbE72T94BkLCD,0.893,0.74,11.0,-4.936,0.0,0.132,0.299,0.0,0.0881,0.963,101.025,299147.0,4.0,2
Abracadabra,Steve Miller Band,spotify:track:3OHDuFSDsStzbhwq0aXXwa,0.79,0.537,9.0,-13.272,0.0,0.036,0.0775,3.01e-06,0.173,0.964,127.511,307400.0,4.0,2
You Beat Me to the Punch,Mary Wells,spotify:track:6tcURtbW42YEHx3xj22H4g,0.835,0.471,11.0,-12.045,0.0,0.0519,0.661,0.0,0.128,0.962,113.648,164280.0,4.0,2
Help Me Make It Through the Night,Kris Kristofferson,spotify:track:6hxmWznvviofHAVCICOLdX,0.602,0.338,0.0,-13.33,1.0,0.0273,0.356,0.000183,0.0665,0.778,81.434,141640.0,4.0,4
Chinese Translation,M. Ward,spotify:track:4uMj6f6ImTf5R3JqNfqjgn,0.555,0.725,2.0,-8.92,1.0,0.0362,0.149,0.000146,0.154,0.512,107.726,238600.0,4.0,3
Good Hearted Woman,Waylon Jennings,spotify:track:4KmAGKJbeY2DUiLInlet53,0.484,0.413,2.0,-14.422,1.0,0.0394,0.633,0.0442,0.375,0.766,106.72,181440.0,4.0,4
We Are The People,Empire of the Sun,spotify:track:6pDaE06cI1hsjahPwDCVlp,0.666,0.785,4.0,-5.37,0.0,0.0308,0.0981,0.0198,0.434,0.549,122.973,267355.0,4.0,2
Rope,Foo Fighters,spotify:track:7v0mtl6oInUtHOmTk2b0gC,0.507,0.728,11.0,-4.874,0.0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,259027.0,4.0,2
I Hear A Symphony - Mono Version,The Supremes,spotify:track:005X0FmdtkM1kiutosXLTR,0.554,0.517,5.0,-6.486,1.0,0.0309,0.551,0.0,0.176,0.355,140.301,164347.0,4.0,3
Take Me To Broadway,Chilly Gonzales,spotify:track:73FwPevG36fA4v2XllZZKP,0.733,0.883,9.0,-2.95,0.0,0.109,0.022,0.00113,0.133,0.868,98.061,181080.0,4.0,2
Good Fortune,PJ Harvey,spotify:track:1KQZte86Kty0vLVapgNYFg,0.551,0.68,7.0,-4.413,1.0,0.0335,0.00612,0.0273,0.0882,0.527,126.109,200067.0,4.0,3
The Downtown Lights,The Blue Nile,spotify:track:0YOm3UWultSR5Iuele4FF1,0.56,0.703,4.0,-6.977,1.0,0.0235,0.305,0.00209,0.138,0.42,98.331,391093.0,4.0,3
Love Letters In The Sand,Pat Boone,spotify:track:6I3bK0tihjv6EzeLhzBKbn,0.402,0.372,10.0,-11.965,1.0,0.0316,0.681,2.9e-06,0.166,0.681,86.273,137067.0,4.0,4
Thank U,Alanis Morissette,spotify:track:3CVDronuSnhguSUguPoseM,0.672,0.616,0.0,-5.764,1.0,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,258773.0,4.0,3
Transatlanticism,Death Cab for Cutie,spotify:track:7DDRPKLKFIvDbNSQmnz19Y,0.439,0.469,9.0,-9.283,1.0,0.0311,0.395,0.573,0.183,0.193,127.44,475093.0,4.0,1
Rockin’ Robin,Bobby Day,spotify:track:08Zsz3O1KFwGUCoElCyGRM,0.533,0.78,7.0,-6.986,1.0,0.165,0.277,0.0,0.147,0.934,172.468,157000.0,4.0,3
Millennium,Robbie Williams,spotify:track:1nrackcWUBo87xecPgry2G,0.545,0.902,6.0,-5.302,1.0,0.0471,0.0556,0.0,0.196,0.777,91.251,247573.0,4.0,3
Boogie Oogie Oogie - Remastered 2004,A Taste Of Honey,spotify:track:07NrCEN3egNvw8td2LxqJO,0.791,0.569,2.0,-10.372,0.0,0.0553,0.133,0.00035,0.139,0.889,123.977,338320.0,4.0,2
Bankrobber,The Clash,spotify:track:6gSDSkAJ3vuSINvcroq1Vn,0.622,0.614,7.0,-9.108,1.0,0.0314,0.00614,4.17e-05,0.119,0.613,140.275,274027.0,4.0,3
La Llorona,Various Artists,spotify:track:3i0mctGLgJ99zJDHAtn0b5,0.441,0.092,0.0,-19.133,0.0,0.0519,0.928,4.52e-05,0.118,0.315,91.484,142067.0,4.0,4
Only In My Dreams,Ariel Pink,spotify:track:1F2O56ytmXV6uwxYMoskXl,0.549,0.878,2.0,-8.14,1.0,0.0319,0.0142,0.252,0.237,0.944,123.846,191787.0,4.0,3
Beautiful Blue Sky,Ought,spotify:track:2lp3ycHVNMK2xZ5GFMwEtX,0.624,0.732,7.0,-6.452,1.0,0.0259,0.0748,0.78,0.106,0.564,122.558,463545.0,4.0,3
Desafinado,João Gilberto,spotify:track:2jKBBSyVyd4w3K0RYavgch,0.505,0.279,6.0,-15.51,0.0,0.043,0.763,0.0,0.142,0.7,82.12,116547.0,4.0,4
Sorry,Madonna,spotify:track:55whbebR4olz2HHcRQa2kx,0.589,0.877,0.0,-6.229,0.0,0.046,0.00121,0.013,0.169,0.443,132.971,281880.0,4.0,2
You Love Us,Manic Street Preachers,spotify:track:1COphgg8pJtmQVN2jQ7rwt,0.106,0.583,0.0,-10.916,1.0,0.0381,3.17e-06,0.654,0.107,0.317,75.593,256493.0,4.0,1
I Can't Drive 55,Sammy Hagar,spotify:track:4ojQhMKhKHgucRnh5YEkuw,0.53,0.81,9.0,-5.135,1.0,0.0334,0.0011,5.05e-06,0.106,0.793,133.683,252360.0,4.0,3
I'm So Proud,Curtis Mayfield,spotify:track:3Mx5QNZQtcCslLqyDV5zfy,0.602,0.127,11.0,-16.772,1.0,0.0332,0.964,0.454,0.0774,0.301,86.457,168907.0,3.0,6
I Need Your Love,The Rapture,spotify:track:659DiMz7qet16S6Qp9fTvp,0.809,0.82,9.0,-6.847,0.0,0.0347,0.0664,0.192,0.634,0.965,124.952,279600.0,4.0,2
Green Grass & High Tides,The Outlaws,spotify:track:2sXtpY9mCTXnUTUSQqrXbX,0.272,0.876,4.0,-7.135,0.0,0.0397,4.18e-05,0.0191,0.146,0.585,102.718,591693.0,4.0,2
Dance To The Underground,Radio 4,spotify:track:2i8lRhmZNKaM1ypHwRybuD,0.667,0.667,7.0,-6.267,1.0,0.0388,0.00013,0.00385,0.0711,0.843,130.321,243213.0,4.0,3
Diamond Day,Vashti Bunyan,spotify:track:2eQPrWNTsHo9O3TblFRJxo,0.488,0.124,2.0,-18.498,1.0,0.0496,0.98,0.391,0.374,0.721,75.799,107107.0,4.0,4
Fistful Of Love,Antony and the Johnsons,spotify:track:6ajgCBCtC9NcVTTBBFyZrO,0.347,0.489,0.0,-8.195,0.0,0.0343,0.539,0.00168,0.0846,0.294,82.82,351893.0,4.0,4
Brill Bruisers,The New Pornographers,spotify:track:0g6azQIxHsHFBoDD7BI3jz,0.418,0.92,2.0,-4.663,1.0,0.0392,0.041,0.0,0.251,0.725,160.133,176067.0,4.0,3
You Better You Bet,The Who,spotify:track:1sGhxJcpTOqzVp0AXGZLjz,0.579,0.762,0.0,-8.551,1.0,0.0433,0.492,4.42e-05,0.064,0.57,161.95,338560.0,4.0,3
Pumping On Your Stereo,Supergrass,spotify:track:4pCfNA9bjI3pccG5s9fm7J,0.461,0.904,2.0,-4.789,1.0,0.0784,0.011,0.0852,0.835,0.238,131.967,200400.0,4.0,0
Nassau/Baby I Love Your Way,Peter Frampton,spotify:track:3o5z8IcXZuRuUhNXnkA4VQ,0.501,0.386,7.0,-9.58,1.0,0.0298,0.459,0.000236,0.11,0.327,134.841,350500.0,4.0,4
A Thousand Stars,Kathy Young,spotify:track:1nDRHU6vKfECdjsk5rqPSk,0.25,0.312,0.0,-8.107,1.0,0.0304,0.882,0.0,0.129,0.417,193.242,195067.0,3.0,6
Brazil,Xavier Cugat,spotify:track:47h5lpNVJjH1BRfTlIbUEp,0.47,0.318,7.0,-15.951,0.0,0.0412,0.926,0.926,0.514,0.482,121.554,170680.0,4.0,1
I've Got to Go Back Home,Bob Andy,spotify:track:26rf7F610E2msEiDEJrEoV,0.449,0.482,4.0,-8.663,1.0,0.124,0.967,0.00457,0.353,0.842,202.088,200640.0,4.0,4
Orpheus - Remastered 2003,David Sylvian,spotify:track:40j613Gs5YD3FBgnvf2lls,0.429,0.488,9.0,-10.498,0.0,0.0351,0.516,0.000119,0.133,0.354,159.627,291573.0,3.0,6
These Arms of Mine,Otis Redding,spotify:track:1PXMeiIRNZnj4jj77DPwKz,0.42,0.288,10.0,-12.597,1.0,0.0312,0.817,0.0,0.306,0.699,177.1,154293.0,3.0,6
Oh My Darling Don't Cry,Run The Jewels,spotify:track:3gVaOBlP4CaRqfUttZ4Avd,0.525,0.589,1.0,-7.125,1.0,0.296,0.0172,4.35e-06,0.485,0.323,104.608,204840.0,3.0,5
The Freedom Suite,Sonny Rollins,spotify:track:5MqFE1GWBpq8s1r9VFdN3k,0.464,0.385,7.0,-14.651,1.0,0.125,0.378,0.656,0.34,0.361,74.465,1160267.0,4.0,0
Big Me,Foo Fighters,spotify:track:6pb5BBnIM5IM7R1cqag6rE,0.579,0.708,0.0,-10.419,1.0,0.0374,0.442,0.0,0.11,0.846,130.97,132840.0,4.0,3
Batdance,Prince,spotify:track:4DbUk1qwcz9KKcUY4t8f8u,0.594,0.702,1.0,-9.894,1.0,0.0842,0.168,0.109,0.142,0.466,135.406,373733.0,4.0,3
All The Young Dudes - Live,David Bowie,spotify:track:0SL8oyuvntMh5KU3xQ2ydb,0.37,0.627,2.0,-13.468,1.0,0.0951,0.0348,0.0,0.474,0.309,118.822,255693.0,4.0,0
Down in the Park,Gary Numan,spotify:track:5jBidxIf1fJ0DHsm23bmc9,0.345,0.459,5.0,-12.473,1.0,0.0313,0.000629,0.149,0.257,0.143,74.614,264333.0,4.0,4
Dream All Day,The Posies,spotify:track:1CJNfs98gDRJR34VQdY99y,0.476,0.939,11.0,-5.79,0.0,0.0745,0.00031,0.0,0.105,0.421,125.984,184427.0,4.0,2
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,spotify:track:17zN523CEjJWBGXrUb3xex,0.132,0.435,2.0,-9.381,0.0,0.0291,0.0249,0.00598,0.111,0.0679,201.493,305600.0,3.0,6
