title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Chinatown,Destroyer,spotify:track:6jqJEgpHqViHx7HVYwAfIW,0.724,0.688,11.0,-5.563,0.0,0.0257,0.00475,0.0108,0.199,0.552,114.014,229027.0,4.0,2
Nantes,Barbara,spotify:track:7qLLAXbb8an7Os2g5Wg8ON,0.391,0.141,6.0,-13.291,0.0,0.0437,0.882,0.0,0.113,0.182,94.583,245920.0,4.0,4
Versace,Migos,spotify:track:6xhblLundMJAiG9jF7nlxs,0.841,0.729,6.0,-3.047,0.0,0.239,0.0384,0.0,0.276,0.444,132.073,195474.0,4.0,5
For Real,Okkervil River,spotify:track:5sCD2SkbQXkmmy9VDrQwo6,0.35,0.59,2.0,-7.076,1.0,0.0389,0.486,0.000778,0.107,0.457,102.336,282627.0,4.0,4
Breaking Up Is Hard to Do,Neil Sedaka,spotify:track:64UJ810pLNwurMLRCPJPoa,0.742,0.663,8.0,-7.59,0.0,0.0339,0.85,0.0,0.0936,0.967,116.603,136093.0,4.0,2
Charlotte Sometimes,The Cure,spotify:track:44fRzs75Tq5eaBjx3FCjem,0.459,0.747,9.0,-13.125,0.0,0.0866,0.0181,1.27e-05,0.527,0.434,123.918,253800.0,4.0,0
Love Is the Message (feat. The Three Degrees),MFSB,spotify:track:7jPcmkRtO3BPBEAA9Q58AN,0.643,0.663,0.0,-9.854,1.0,0.0854,0.0293,0.86,0.138,0.579,113.786,396293.0,4.0,1
Dancing Choose,TV On The Radio,spotify:track:1HeER6SPJn7hCpTtldmV03,0.723,0.954,7.0,-5.473,1.0,0.0638,0.0498,1.24e-05,0.547,0.49,102.961,176107.0,4.0,0
If I Had A Boat,Lyle Lovett,spotify:track:6oZaeLPOAb3Rn408f3IQiB,0.473,0.323,4.0,-15.639,1.0,0.0374,0.337,0.000187,0.364,0.493,92.058,190227.0,4.0,4
You Don't Know What Love Is (You Just Do As You're Told),The White Stripes,spotify:track:7656NM1wkhJbyWKDUrIgWe,0.435,0.749,2.0,-6.084,1.0,0.0487,0.0252,5.71e-05,0.21,0.553,84.266,234213.0,4.0,3
I'm In Love With A German Film Star,Various Artists,spotify:track:6iffGybVtwhxMgGdVsOq5x,0.713,0.525,11.0,-12.547,1.0,0.0326,0.577,0.601,0.111,0.402,114.807,236767.0,4.0,1
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,448573.0,4.0,0
Sarah (Et Prélude De Sarah),Serge Reggiani,spotify:track:2dh6DlFyINWpmYjrsr128S,0.361,0.435,9.0,-7.769,0.0,0.0304,0.714,0.0,0.209,0.348,99.178,216987.0,3.0,6
Living Doll,Cliff Richard,spotify:track:2W0TSbN1oer7YjozylCi8T,0.567,0.398,9.0,-10.769,1.0,0.0556,0.541,0.0,0.0903,0.761,62.102,161227.0,4.0,4
I Can Hear Music,The Beach Boys,spotify:track:1hcMfYTsRTC4hIKbfosxjz,0.511,0.603,2.0,-7.637,1.0,0.028,0.0385,1.67e-06,0.142,0.685,128.336,157293.0,4.0,3
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,spotify:track:1Up8VJyZlar7WtrbJp9wHL,0.648,0.743,7.0,-10.998,1.0,0.0459,0.0454,0.0606,0.479,0.957,157.915,203413.0,4.0,3
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,spotify:track:1A35w9OSTTVXw3c6tj6AiV,0.58,0.817,4.0,-5.009,1.0,0.214,0.00163,0.0,0.118,0.238,89.008,327667.0,4.0,5
"You Turn Me On, I'm a Radio",Joni Mitchell,spotify:track:0ClDL3UrFy6vXhuGPKlNMJ,0.672,0.444,8.0,-9.805,1.0,0.0299,0.783,0.0,0.103,0.651,112.589,159947.0,4.0,4
Fist City,Loretta Lynn,spotify:track:5Y0n6VZ7H9qUVyIpGVb9kX,0.656,0.556,0.0,-8.761,1.0,0.0357,0.762,0.0,0.315,0.915,77.855,133933.0,4.0,4
I Saw The Light - Single Version,Hank Williams,spotify:track:6CLWT1OkRGLtIZVO1b38FK,0.604,0.191,7.0,-15.453,1.0,0.0275,0.817,0.0,0.248,0.481,101.639,165667.0,4.0,4
Double Dutch Bus,Frankie Smith,spotify:track:20RHP0KD0gDz7xzmzZCGBo,0.919,0.526,8.0,-8.879,1.0,0.118,0.0025,0.000471,0.0336,0.506,119.48,320880.0,4.0,3
Vertigo / Relight My Fire,Dan Hartman,spotify:track:2zQHhhk8MovP9H3LZMQvXa,0.732,0.828,0.0,-10.122,1.0,0.0301,0.155,0.000623,0.191,0.851,120.55,584373.0,4.0,3
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,spotify:track:7nVQ8mo77KaUvhUQzh4vMy,0.363,0.361,9.0,-14.398,1.0,0.0499,0.623,0.00119,0.154,0.612,187.711,152867.0,3.0,6
Into Each Life Some Rain Must Fall,Charlie Fugua's Ink Spots,spotify:track:46Vrx2YkWm2cTxjP0tBSLK,0.655,0.374,0.0,-7.57,1.0,0.0319,0.942,4.36e-05,0.567,0.745,82.741,150361.0,4.0,4
Dress You Up,Madonna,spotify:track:4B2r9HXgUqRcPwUG3BYPlc,0.634,0.896,0.0,-3.073,0.0,0.0318,0.0298,0.0036,0.1,0.827,136.098,242240.0,4.0,2
She - 2002 Remaster,Gram Parsons,spotify:track:7DK9shWJm361lm1ks32axt,0.445,0.224,10.0,-12.423,1.0,0.0296,0.726,0.00015,0.119,0.255,109.445,301267.0,4.0,4
Sugar Hiccup,Cocteau Twins,spotify:track:5lzJ7rgDJHU1szgUJvZgOO,0.181,0.888,2.0,-8.153,1.0,0.0779,0.000885,0.964,0.283,0.138,169.481,222440.0,3.0,6
Maschin,Bilderbuch,spotify:track:13mWcKucocLl53rJKFkX1r,0.595,0.585,0.0,-4.686,1.0,0.0473,0.0129,4.3e-06,0.548,0.668,180.011,207947.0,4.0,0
Make the World Go Away,Various Artists,spotify:track:34PlHmq7YnJAmEnFNydVIr,0.34,0.215,1.0,-11.809,1.0,0.0282,0.916,0.00026,0.149,0.49,103.03,160093.0,3.0,6
Grazing In The Grass,Various Artists,spotify:track:1ImgGDiTcU3fXOMIfUYLyf,0.673,0.698,5.0,-6.953,1.0,0.0271,0.516,0.83,0.255,0.911,107.464,156947.0,4.0,1
Abducted,Cults,spotify:track:7yAji4t1cAxthnsE3WcsIc,0.37,0.937,9.0,-3.888,1.0,0.0817,0.00684,0.0224,0.203,0.335,149.866,172200.0,4.0,3
Is a Woman,Lambchop,spotify:track:0wfRNE0dH6oGPJlA82xMso,0.518,0.229,7.0,-20.167,1.0,0.226,0.624,0.349,0.113,0.157,74.698,278453.0,4.0,4
She's Your Lover Now - Studio Outtake - 1966,Bob Dylan,spotify:track:32IYJQCpMJ6LolGUbdYEp2,0.384,0.687,1.0,-8.512,1.0,0.0345,0.249,0.0,0.108,0.755,146.808,368347.0,4.0,3
The Old Man Down The Road,John Fogerty,spotify:track:4QCwoRBXJBX7H13StC3zFU,0.768,0.809,9.0,-5.816,1.0,0.0289,0.0271,0.000633,0.0608,0.737,133.838,213750.0,4.0,3
Never Turn Your Back On Mother Earth,Sparks,spotify:track:0n8lIWocTtFkIyPJFjDcV3,0.324,0.391,11.0,-13.067,0.0,0.0312,0.564,0.0,0.0832,0.264,99.056,147787.0,4.0,4
Rebel Yell - 1999 - Remaster,Billy Idol,spotify:track:0swJk3Hoi5woYCdfnL5lWj,0.536,0.611,9.0,-11.372,0.0,0.0411,0.000472,0.0362,0.143,0.438,166.766,287867.0,4.0,2
La Rubia Tarada,Sumo,spotify:track:0RaRyvHA4z1VWq9BJhA65s,0.69,0.947,4.0,-10.158,0.0,0.104,0.144,0.000256,0.61,0.359,122.338,222533.0,4.0,0
Ring The Alarm,Beyoncé,spotify:track:5BkHkyO9PFXs1m7vSMnXp4,0.458,0.751,2.0,-8.395,1.0,0.469,0.0299,0.000155,0.258,0.48,169.673,203347.0,4.0,5
Show Girl,The Auteurs,spotify:track:0UbefaUT31AygrDbmOWT0w,0.399,0.642,6.0,-7.557,0.0,0.0339,0.00646,0.00295,0.14,0.583,173.624,246533.0,4.0,2
Always Late (With Your Kisses),Lefty Frizzell,spotify:track:6zTkSkAB69CMZKMp7qbHXQ,0.772,0.152,9.0,-14.132,1.0,0.0324,0.834,0.0,0.369,0.546,117.749,183667.0,3.0,6
Home,Caribou,spotify:track:711gGx1GpUv9YW9KTSfJfH,0.71,0.663,7.0,-7.995,1.0,0.103,0.0251,0.00727,0.246,0.507,97.0,156293.0,4.0,3
In The Year 2525 (Exordium & Terminus),Various Artists,spotify:track:3I6dXESwG7xTDQt7jrOvmm,0.455,0.42,8.0,-9.427,0.0,0.0308,0.237,7.03e-06,0.266,0.5,124.394,194920.0,4.0,2
Burn Baby Burn,Ash,spotify:track:0XRONzbNix2Dnlx4SUzQVC,0.392,0.982,4.0,-4.059,1.0,0.123,1.4e-05,0.0749,0.101,0.519,155.627,208600.0,4.0,3
Like A Motorway,Saint Etienne,spotify:track:2ZatoB3q2Vs6sADUoccivd,0.691,0.758,2.0,-10.984,1.0,0.0477,0.000309,0.785,0.0402,0.0641,110.047,342240.0,4.0,1
Without You,Tobias Jesso Jr.,spotify:track:3jSCUQRpZodtGLzSkaidl1,0.665,0.607,1.0,-8.201,1.0,0.0355,0.702,0.000448,0.108,0.131,130.989,309240.0,4.0,4
Du hast,Rammstein,spotify:track:3cwDSDzTiWr5H5xMQhQ6Mx,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227.0,4.0,2
Scarborough Fair,Martin Carthy with Dave Swarbrick,spotify:track:5DNg1CjlRxNxBjHXd57q6u,0.557,0.053,11.0,-22.091,1.0,0.0319,0.966,0.0155,0.116,0.463,78.189,209133.0,4.0,4
Fly Robin Fly,Silver Convention,spotify:track:0UCwWh5IS4Iswh9H9v4cTY,0.871,0.361,5.0,-17.378,0.0,0.032,0.0164,0.564,0.116,0.951,99.885,341067.0,4.0,1
How Can I Be Sure - Single Version; Mono,The Young Rascals,spotify:track:4NnhLA66RRLXxKbiiscU9R,0.231,0.455,2.0,-8.06,1.0,0.0296,0.841,0.0,0.0823,0.391,166.705,175076.0,3.0,6
Spoonin' Rap,Various Artists,spotify:track:2hzHySiTApvJ3FlPH5OQ7I,0.875,0.768,1.0,-10.001,1.0,0.198,0.0657,0.0,0.196,0.771,98.285,421227.0,4.0,5
Autumn Almanac,The Kinks,spotify:track:7JFsAIfmEjTKEfUfV6p0R7,0.666,0.551,9.0,-7.6,1.0,0.0411,0.452,2.2e-06,0.0617,0.672,118.901,183733.0,4.0,3
Billie's Bounce,Charlie Parker,spotify:track:5VId7Alr2ZcoJBtZFAbm55,0.655,0.295,0.0,-10.845,0.0,0.0433,0.706,0.000365,0.0834,0.647,78.109,190373.0,4.0,4
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,spotify:track:6kopmMZiyLmw7h66uXcXR7,0.699,0.83,1.0,-4.898,1.0,0.0633,0.00243,0.00024,0.0995,0.889,105.809,219413.0,4.0,3
Ta douleur,Camille,spotify:track:0TdnNoSz5Z1s9iekOk5DED,0.842,0.385,9.0,-8.915,1.0,0.106,0.759,0.0,0.154,0.648,127.008,186933.0,4.0,4
Hard Time Killin' Floor Blues,Skip James,spotify:track:77xNKAq581eD62ipzK81yc,0.51,0.203,0.0,-14.755,1.0,0.0401,0.986,0.501,0.181,0.482,77.743,170475.0,3.0,6
untitled 07 2014 - 2016,Kendrick Lamar,spotify:track:5jTCuOUH1PPJAhPfYZ3pwu,0.566,0.465,6.0,-11.7,0.0,0.497,0.727,0.0,0.705,0.323,127.014,496173.0,4.0,5
Where's the Party,Madonna,spotify:track:3SL3D72fBngP6GqouoUQOq,0.743,0.941,5.0,-3.348,1.0,0.0819,0.345,0.0,0.601,0.911,118.927,261107.0,4.0,0
Bobby,Alex G,spotify:track:18N9hZG0MZryxpB4H36IyP,0.246,0.379,7.0,-5.928,1.0,0.0323,0.0293,0.0,0.0945,0.384,92.171,222818.0,4.0,3
Love Is Like An Itching In My Heart,The Supremes,spotify:track:7xYl9a3qt8foWL7qiYTfDW,0.729,0.572,0.0,-11.22,0.0,0.0305,0.625,5.01e-06,0.0726,0.911,130.127,173867.0,4.0,2
SuperThug,N.O.R.E.,spotify:track:2Uvl2lg2PKadatoNJAjv88,0.724,0.948,7.0,-3.325,1.0,0.287,0.00921,1.04e-05,0.0375,0.376,191.709,300133.0,4.0,5
Scenes from an Italian Restaurant,Billy Joel,spotify:track:3utq2FgD1pkmIoaWfjXWAU,0.415,0.931,5.0,-4.988,1.0,0.126,0.407,0.000501,0.114,0.339,97.953,456893.0,4.0,3
Chamakay,Blood Orange,spotify:track:5ym6WRBwi1hwr08jPcJQku,0.756,0.678,8.0,-7.217,0.0,0.0416,0.081,0.00027,0.113,0.338,110.006,260267.0,4.0,2
Leaving New York,R.E.M.,spotify:track:15mjCvxt6TjtSkHnSGhF3k,0.361,0.694,4.0,-5.856,0.0,0.0286,0.109,0.0,0.0855,0.357,185.875,291080.0,4.0,2
Valley Girl,Frank Zappa,spotify:track:2aNLe4KxMByyqjhmVvR3or,0.474,0.862,0.0,-10.511,1.0,0.106,0.041,0.0,0.42,0.627,143.856,290533.0,4.0,0
Marie,Various Artists,spotify:track:0reBRaVNexGU8Z2SY0N4SS,0.556,0.214,5.0,-11.019,1.0,0.0516,0.99,0.112,0.0809,0.834,156.075,200627.0,4.0,4
Chanson pour l'Auvergnat,Georges Brassens,spotify:track:6axtrF0lqCidyJAlxzX6F8,0.79,0.102,11.0,-16.727,0.0,0.122,0.941,0.0,0.116,0.714,101.641,182360.0,4.0,4
I Think I Love You,The Partridge Family,spotify:track:22vqiTM3mI3r4P1P2N4qUi,0.413,0.6,3.0,-9.096,1.0,0.0412,0.236,0.0,0.0457,0.725,204.692,175307.0,4.0,3
A Lover's Question,Various Artists,spotify:track:0kwuz1tt5kH3kZ01wUxxy9,0.458,0.389,0.0,-11.39,1.0,0.0459,0.683,0.0,0.084,0.938,165.182,153115.0,4.0,4
When the Music's Over,The Doors,spotify:track:42dsUTJpzMWUJfEkzsbKWl,0.532,0.459,9.0,-10.329,1.0,0.0307,0.172,6.61e-05,0.0472,0.597,98.196,659267.0,4.0,3
I Can't Control Myself,The Troggs,spotify:track:6kN7vLgMDpEtPH4KU1xojo,0.71,0.771,5.0,-11.174,1.0,0.0453,0.371,0.0605,0.48,0.841,119.814,185027.0,4.0,3
Feed Me With Your Kiss - Remastered Version,my bloody valentine,spotify:track:1vJvMCzOipwm4mDiDem7BO,0.0912,0.953,2.0,-5.084,0.0,0.0952,1.06e-06,0.942,0.13,0.219,165.355,234933.0,4.0,1
Ascension - Edition I / Pt. 1,John Coltrane,spotify:track:0NDK5OKleSgVLMNWEYWeX3,0.26,0.825,5.0,-9.692,0.0,0.105,0.235,0.00103,0.111,0.343,115.794,1140357.0,4.0,0
Pearl - Edit,Chapterhouse,spotify:track:0kCzcpTLcdi6ClEI2x28hb,0.41,0.885,2.0,-7.042,1.0,0.0351,0.000104,0.823,0.307,0.618,100.051,290800.0,4.0,3
This Flight Tonight,Joni Mitchell,spotify:track:0bpXQ5CZ9rzAaGUSPKzI1r,0.416,0.369,8.0,-8.522,1.0,0.0433,0.79,2.14e-06,0.123,0.794,82.108,172600.0,4.0,4
From Little Things Big Things Grow,Paul Kelly,spotify:track:0Cmxi8fJABICnKqiEKFpKx,0.506,0.487,11.0,-9.184,1.0,0.0374,0.271,0.0,0.0759,0.77,169.069,415307.0,3.0,6
Forest Fire - Extended Version,Lloyd Cole and the Commotions,spotify:track:4BANcJ2qh5sMNFjMyTJBP8,0.643,0.677,9.0,-9.033,1.0,0.0364,0.126,0.00992,0.107,0.229,102.339,312133.0,4.0,3
Return To Forever,Chick Corea And Trondheim Jazz Orchestra,spotify:track:2LREyxiLk4zQjESLDflRfg,0.307,0.261,7.0,-21.254,1.0,0.0888,0.898,0.578,0.942,0.373,118.676,397227.0,3.0,6
My Ding-A-Ling,Chuck Berry,spotify:track:3Ph0XLRayji9aADt8tegVT,0.56,0.381,3.0,-16.446,1.0,0.469,0.867,0.0,0.533,0.452,121.83,693023.0,4.0,5
They Dance Alone,Sting,spotify:track:6xEEfV1R10VRwYHsqFu6xI,0.569,0.442,9.0,-11.389,1.0,0.0306,0.603,0.00914,0.0804,0.334,132.648,432533.0,4.0,4
Barefootin',Various Artists,spotify:track:47Kcpo9cbrjdMAVglISJ1a,0.71,0.481,6.0,-10.826,1.0,0.0506,0.402,0.000539,0.0758,0.942,145.454,157160.0,4.0,3
Der Kommissar,Falco,spotify:track:5zopPuTr0TU0PhhBmWw5nq,0.918,0.473,9.0,-14.196,0.0,0.0567,0.0614,3.25e-06,0.0423,0.954,118.244,232067.0,4.0,2
Already Gone - 2013 Remaster,Eagles,spotify:track:0CKxrnF9KplS21LTjkkqsW,0.465,0.812,7.0,-6.398,1.0,0.0467,0.00591,0.000494,0.408,0.811,146.2,255346.0,4.0,3
Spirit in the Night,Bruce Springsteen,spotify:track:2D9YnxyNwj7qqA1JLyKYPR,0.493,0.723,4.0,-6.552,0.0,0.0813,0.377,1.23e-05,0.289,0.615,124.58,298400.0,4.0,2
That's The Way I've Always Heard It Should Be,Carly Simon,spotify:track:4jkn5PRfAJoKfXF0OPL7n7,0.4,0.0897,0.0,-19.012,1.0,0.0288,0.938,0.000521,0.0847,0.24,70.387,258133.0,4.0,4
"Le loup, la biche et le chevalier",Henri Salvador,spotify:track:64dT28GC0GmBD2k8wybIOm,0.836,0.183,8.0,-19.989,1.0,0.0661,0.898,0.00474,0.295,0.927,123.804,150200.0,4.0,4
No UFO's (Vocal),Model 500,spotify:track:5vmBAVFjjzYy4m3PWubtrK,0.782,0.839,9.0,-15.503,1.0,0.0794,0.000222,0.393,0.0335,0.964,124.839,251884.0,4.0,3
Lonely Weekends,Charlie Rich,spotify:track:268513npOHTMHlZgOKCfR3,0.394,0.92,5.0,-4.353,1.0,0.134,0.711,0.000218,0.225,0.566,183.741,130080.0,4.0,3
Spiders (Kidsmoke),Wilco,spotify:track:5VT6IkQWpeXhWa7ZWjKDQp,0.643,0.578,1.0,-11.045,0.0,0.0362,0.00533,0.849,0.135,0.32,133.39,642200.0,4.0,1
Tears Dry On Their Own,Amy Winehouse,spotify:track:3jP3coGrROR7kjiDlpoRph,0.643,0.871,1.0,-2.734,0.0,0.118,0.491,0.0,0.29,0.452,121.569,185187.0,4.0,2
Bag Lady,Erykah Badu,spotify:track:4eboQESZB6YGrnsEgYo6eU,0.744,0.415,5.0,-8.987,0.0,0.106,0.35,0.0,0.0891,0.576,75.571,348893.0,4.0,2
Possum Kingdom,Toadies,spotify:track:7geL2YhrXDr9tFjoNJMaSZ,0.564,0.654,11.0,-7.507,0.0,0.0251,0.0742,0.148,0.131,0.446,181.081,354493.0,4.0,2
Perfect Way,Scritti Politti,spotify:track:7bRmqYOvoMSGrEvPmh1Rlz,0.654,0.957,6.0,-4.912,1.0,0.052,0.0325,0.124,0.443,0.882,104.741,242720.0,4.0,3
Fancy,Bobbie Gentry,spotify:track:6aarvZBVzYo3sp4NYOBqCp,0.618,0.243,4.0,-19.003,0.0,0.0848,0.502,0.0,0.102,0.556,104.373,258913.0,4.0,4
Boys in the Better Land,Fontaines D.C.,spotify:track:0iJX82OGewFWpyRtB8zzo4,0.392,0.973,9.0,-5.02,1.0,0.0733,0.000292,2.35e-05,0.348,0.6,176.977,300116.0,4.0,3
Say You'll Be There,Spice Girls,spotify:track:1yTQ39my3MoNROlFw3RDNy,0.726,0.679,1.0,-6.219,1.0,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973.0,4.0,3
Judy In Disguise (With Glasses),John Fred,spotify:track:4U14Kv9PgNEdopOuSdQLH9,0.651,0.524,8.0,-7.776,1.0,0.0417,0.108,0.147,0.0551,0.887,81.279,177187.0,4.0,3
Chimes Blues - Original,King Oliver's Creole Jazz Band,spotify:track:4xFXrnN5BKBeYZOdFaPN8u,0.549,0.267,0.0,-13.102,1.0,0.0476,0.996,0.902,0.184,0.765,80.513,170000.0,4.0,1
Sweet Lorraine - Remastered 2003,Nat King Cole,spotify:track:760JeywHXGzKejtKKL1lNz,0.552,0.0878,7.0,-15.18,1.0,0.0788,0.973,6.51e-05,0.11,0.381,85.224,187627.0,4.0,4
The Hidden Camera,Photek,spotify:track:5N8VkEzambxF3o4hAD1bUE,0.733,0.869,0.0,-5.799,1.0,0.0442,0.000749,0.931,0.0694,0.039,126.339,409000.0,4.0,1
Love And Affection,Joan Armatrading,spotify:track:4I1w0J6NA3M25jFZ5dhp6y,0.634,0.31,4.0,-13.252,1.0,0.0289,0.764,0.000329,0.105,0.369,93.47,268333.0,4.0,4
You Win Again - Single Version,Hank Williams,spotify:track:2eDAezuHGjpGT7K68ZCMbp,0.658,0.167,4.0,-16.207,1.0,0.034,0.868,0.0,0.0844,0.541,114.234,155827.0,4.0,4
Sugar Kane,Sonic Youth,spotify:track:49pZEyqCtOShtAdduKbGM6,0.347,0.853,7.0,-9.518,1.0,0.0441,3.53e-05,0.698,0.0782,0.345,135.087,357227.0,4.0,3
Pork And Beans,Weezer,spotify:track:5txH6topQylTHnb4lZMdQ1,0.599,0.626,6.0,-6.622,1.0,0.0339,0.0108,8.8e-06,0.158,0.708,119.837,189400.0,4.0,3
Your Precious Love,Marvin Gaye,spotify:track:28ydVrYvtWIdwJO5MsUa2E,0.432,0.27,10.0,-14.627,1.0,0.0366,0.245,0.0,0.0893,0.666,202.949,187267.0,3.0,6
"Theme from New York, New York",Frank Sinatra,spotify:track:5jsaGfomzaaDtX32X4sNyk,0.437,0.598,2.0,-5.415,1.0,0.0298,0.61,0.0,0.248,0.551,108.408,204453.0,4.0,3
Just Like Me,Paul Revere & The Raiders,spotify:track:0uHCSrV4jy7psUhU6zAZ8O,0.673,0.806,0.0,-7.706,1.0,0.0412,0.359,1.09e-05,0.166,0.929,126.058,153240.0,4.0,3
Stir It Up,Johnny Nash,spotify:track:1XmoGTtdZ1osEMOMBZ1Nfp,0.53,0.552,2.0,-5.667,1.0,0.0526,0.0846,0.0316,0.089,0.801,170.719,178880.0,4.0,3
Moving,Supergrass,spotify:track:6LpKziy8JtKAQG7C6KBxCn,0.467,0.853,7.0,-6.661,1.0,0.0377,0.00731,0.000863,0.354,0.236,110.953,266800.0,4.0,3
You Dropped A Bomb On Me,The Gap Band,spotify:track:1LB4XUJPcqAk7VtvQORTML,0.792,0.599,2.0,-11.836,1.0,0.0463,0.0555,2.5e-05,0.0591,0.744,125.397,314640.0,4.0,3
Just To Get A Rep,Gang Starr,spotify:track:7w97KFJwa6NdUsAEaQNjmD,0.853,0.835,0.0,-7.854,1.0,0.182,0.412,7.2e-05,0.194,0.548,102.072,187760.0,4.0,5
Easy Easy,King Krule,spotify:track:35rf8iduzQ7vd8hFbDlv0o,0.563,0.408,4.0,-8.972,1.0,0.0365,0.838,1.04e-05,0.108,0.234,146.908,169693.0,4.0,4
The Great Pan Is Dead,Cold Cave,spotify:track:5NBMMAkIL9Wx1EMr8FeYDT,0.347,0.97,0.0,-1.463,1.0,0.0584,0.00191,5.51e-05,0.497,0.237,150.045,246293.0,4.0,0
I Saw Her Again,The Mamas & The Papas,spotify:track:1jwVjUuuBAZl9SdrPJ92KJ,0.457,0.676,9.0,-10.775,1.0,0.0312,0.293,0.00187,0.16,0.917,122.805,189493.0,4.0,3
One Of These Days - 2011 Remastered Version,Pink Floyd,spotify:track:7t6iW9FZVJH7wSH8HKYcC2,0.381,0.506,4.0,-15.094,1.0,0.0468,0.00611,0.846,0.535,0.4,103.806,354613.0,4.0,1
What Went Down,Foals,spotify:track:5h27GYpKZWWhFov8fOunF6,0.231,0.919,2.0,-6.182,0.0,0.0728,0.00314,0.00451,0.0643,0.131,146.944,300720.0,4.0,2
Oblivious,Aztec Camera,spotify:track:48cEn8VF0sDrpvjUaaCCcu,0.647,0.783,6.0,-7.713,0.0,0.0548,0.0404,0.124,0.0635,0.924,112.373,190773.0,4.0,2
Sunny Goodge Street,Donovan,spotify:track:5rTbIHqRRZBHEJ6p9UG0K1,0.344,0.2,0.0,-15.716,0.0,0.0334,0.874,0.00428,0.119,0.236,127.672,174973.0,3.0,6
Figure It Out,Royal Blood,spotify:track:3MjrueDQKVr6xDDseZwhEd,0.658,0.814,0.0,-4.631,1.0,0.0558,0.229,0.00676,0.216,0.69,108.016,183602.0,4.0,3
Tin Roof Blues,New Orleans Rhythm Kings,spotify:track:2Iqi4PONixTXWCjuPTc38X,0.757,0.429,11.0,-5.433,0.0,0.0784,0.928,0.934,0.206,0.685,105.837,149640.0,4.0,1
Coumba,Orchestra Baobab,spotify:track:2c6vl961AKOsiMoz4K2hpV,0.663,0.305,10.0,-15.008,0.0,0.0371,0.746,0.00444,0.0949,0.448,82.327,465387.0,4.0,4
Rock Me Amadeus,Falco,spotify:track:4pEXlAqaJXQUKDteKRLun9,0.609,0.901,4.0,-4.929,0.0,0.144,0.315,0.00949,0.116,0.866,176.664,201467.0,4.0,2
Baby’s Arms,Kurt Vile,spotify:track:1eTZQmiMtnoRrqwrjZE0Hy,0.378,0.546,11.0,-9.636,0.0,0.0311,0.322,0.000881,0.303,0.309,108.927,236307.0,4.0,2
Father Stretch My Hands Pt. 1,Kanye West,spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,4.0,0
Crazy Horses,The Osmonds,spotify:track:1Y7wKIyM3eTgNFGga9AS0Z,0.521,0.967,2.0,-5.698,1.0,0.0588,0.0795,1.13e-06,0.518,0.778,120.033,151093.0,4.0,0
One Week,Barenaked Ladies,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,0.702,0.898,9.0,-6.003,1.0,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760.0,4.0,3
Serpentine Fire,"Earth, Wind & Fire",spotify:track:0KDc8l4VNTu6OkMYK9D7HC,0.773,0.917,0.0,-7.333,1.0,0.037,0.184,0.00463,0.116,0.946,139.872,230760.0,4.0,3
Harlem Nocturne - Single Version,The Viscounts,spotify:track:6GROMP4q49fsqQzs8s9mCw,0.357,0.321,11.0,-14.848,1.0,0.0397,0.801,0.626,0.113,0.47,165.689,143387.0,4.0,1
Harlem Nocturne,Johnny Otis,spotify:track:0lSoXipc3rFPFfTzmI6ZRz,0.383,0.26,2.0,-11.932,0.0,0.0269,0.82,0.0553,0.0837,0.378,77.74,181933.0,4.0,4
Heavenly Pop Hit,The Chills,spotify:track:0iwvgz7kQAnF9DREWhg49g,0.632,0.578,9.0,-10.474,0.0,0.0302,0.271,0.0,0.13,0.912,115.399,208533.0,4.0,2
Urgent,Foreigner,spotify:track:7CSbuEeN7TbeqZB6MsLPzt,0.843,0.763,4.0,-7.226,0.0,0.0324,0.305,0.00748,0.105,0.94,114.984,237293.0,4.0,2
Morning Has Broken,Yusuf / Cat Stevens,spotify:track:1nuPLLH6DukqDNmhFqPswT,0.424,0.321,7.0,-13.162,1.0,0.0312,0.622,0.0196,0.0903,0.405,133.126,200000.0,3.0,6
Hello in There,John Prine,spotify:track:7IijX5DkLaf3G4qF6xDLYa,0.594,0.325,0.0,-17.137,1.0,0.0324,0.748,0.0058,0.0857,0.254,135.229,272027.0,4.0,4
